book_url,genre
https://www.goodreads.com/book/show/18079776-the-invention-of-wings,adult-fiction
https://www.goodreads.com/book/show/1656001.The_Host,adult-fiction
https://www.goodreads.com/book/show/43884209-get-a-life-chloe-brown,adult-fiction
https://www.goodreads.com/book/show/32051912-the-alice-network,adult-fiction
https://www.goodreads.com/book/show/61215372-the-two-towers,adult-fiction
https://www.goodreads.com/book/show/7331435-a-visit-from-the-goon-squad,adult-fiction
https://www.goodreads.com/book/show/54870219-the-nest,adult-fiction
https://www.goodreads.com/book/show/248483.Austenland,adult-fiction
https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,adult-fiction
https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,adult-fiction
https://www.goodreads.com/book/show/55196813-the-maid,adult-fiction
https://www.goodreads.com/book/show/44279110-my-year-of-rest-and-relaxation,adult-fiction
https://www.goodreads.com/book/show/40604658-jurassic-park,adult-fiction
https://www.goodreads.com/book/show/13539044-the-silver-linings-playbook,adult-fiction
https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,adult-fiction
https://www.goodreads.com/book/show/36576608-flowers-for-algernon,adult-fiction
https://www.goodreads.com/book/show/36692478-there-there,adult-fiction
https://www.goodreads.com/book/show/18214414-the-silkworm,adult-fiction
https://www.goodreads.com/book/show/6853.One_for_the_Money,adult-fiction
https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,adult-fiction
https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,adult-fiction
https://www.goodreads.com/book/show/1934.Little_Women,adult-fiction
https://www.goodreads.com/book/show/36430011-you,adult-fiction
https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,adult-fiction
https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,adult-fiction
https://www.goodreads.com/book/show/42379022-the-bookish-life-of-nina-hill,adult-fiction
https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,adult-fiction
https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,adult-fiction
https://www.goodreads.com/book/show/3367956-hotel-on-the-corner-of-bitter-and-sweet,adult-fiction
https://www.goodreads.com/book/show/10592.Carrie,adult-fiction
https://www.goodreads.com/book/show/17212231-inferno,adult-fiction
https://www.goodreads.com/book/show/19161852-the-fifth-season,adult-fiction
https://www.goodreads.com/book/show/50093704-in-five-years,adult-fiction
https://www.goodreads.com/book/show/6101718-the-magicians,adult-fiction
https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,adult-fiction
https://www.goodreads.com/book/show/1736739.Olive_Kitteridge,adult-fiction
https://www.goodreads.com/book/show/42156.Something_Borrowed,adult-fiction
https://www.goodreads.com/book/show/61215384-the-return-of-the-king,adult-fiction
https://www.goodreads.com/book/show/15823480-anna-karenina,adult-fiction
https://www.goodreads.com/book/show/3407877-the-forgotten-garden,adult-fiction
https://www.goodreads.com/book/show/44074800-the-southern-book-club-s-guide-to-slaying-vampires,adult-fiction
https://www.goodreads.com/book/show/44767458-dune,adult-fiction
https://www.goodreads.com/book/show/5826.Bel_Canto,adult-fiction
https://www.goodreads.com/book/show/58733693-remarkably-bright-creatures,adult-fiction
https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,adult-fiction
https://www.goodreads.com/book/show/6280118-one-day,adult-fiction
https://www.goodreads.com/book/show/42975172-the-testaments,adult-fiction
https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,adult-fiction
https://www.goodreads.com/book/show/38359036-the-tattooist-of-auschwitz,adult-fiction
https://www.goodreads.com/book/show/27834600-in-a-dark-dark-wood,adult-fiction
https://www.goodreads.com/book/show/39338454-the-bride-test,adult-fiction
https://www.goodreads.com/book/show/6948436-little-bee,adult-fiction
https://www.goodreads.com/book/show/36336078-call-me-by-your-name,adult-fiction
https://www.goodreads.com/book/show/60435878-carrie-soto-is-back,adult-fiction
https://www.goodreads.com/book/show/16793.Stardust,adult-fiction
https://www.goodreads.com/book/show/45046527-american-dirt,adult-fiction
https://www.goodreads.com/book/show/30288282-the-immortalists,adult-fiction
https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,adult-fiction
https://www.goodreads.com/book/show/5326.A_Christmas_Carol,adult-fiction
https://www.goodreads.com/book/show/54860443-one-last-stop,adult-fiction
