Title,Author,Rating,Ratings count,Reviews count,Pages,First published,Cover image,book_url,Genre
The Maze Runner,James Dashner,4.04,1423719,62976,384,2009,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375596592i/6186357.jpg,https://www.goodreads.com/book/show/6186357-the-maze-runner,Science Fiction
Flowers for Algernon,Daniel Keyes,4.19,624149,29181,216,1966,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1510416245i/36576608.jpg,https://www.goodreads.com/book/show/36576608-flowers-for-algernon,Science Fiction
Childhood's End,Arthur C. Clarke,4.12,152750,6836,224,1953,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320552628i/414999.jpg,https://www.goodreads.com/book/show/414999.Childhood_s_End,Science Fiction
Ancillary Justice,Ann Leckie,3.98,100080,10163,416,2013,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1597476110i/17333324.jpg,https://www.goodreads.com/book/show/17333324-ancillary-justice,Science Fiction
The Man in the High Castle,Philip K. Dick,3.6,202911,14050,259,1962,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1448756803i/216363.jpg,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,Science Fiction
Rendezvous with Rama,Arthur C. Clarke,4.12,158623,5343,243,1973,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405456427i/112537.jpg,https://www.goodreads.com/book/show/112537.Rendezvous_with_Rama,Science Fiction
Children of Dune,Frank Herbert,3.96,166197,6255,609,1976,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1564783201i/44492286.jpg,https://www.goodreads.com/book/show/44492286-children-of-dune,Science Fiction
Station Eleven,Emily St. John Mandel,4.07,475666,53917,333,2014,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1680459872i/20170404.jpg,https://www.goodreads.com/book/show/20170404-station-eleven,Science Fiction
Never Let Me Go,Kazuo Ishiguro,3.84,639761,47024,288,2005,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353048590i/6334.jpg,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,Science Fiction
The Host,Stephenie Meyer,3.85,981965,43247,624,2008,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001.jpg,https://www.goodreads.com/book/show/1656001.The_Host,Science Fiction
The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,4.24,115377,8686,387,1974,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353467455i/13651.jpg,https://www.goodreads.com/book/show/13651.The_Dispossessed,Science Fiction
Insurgent,Veronica Roth,3.98,1430489,62241,525,2012,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1618525340i/11735983.jpg,https://www.goodreads.com/book/show/11735983-insurgent,Science Fiction
"So Long, and Thanks for All the Fish",Douglas Adams,4.09,166231,3713,225,1984,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327873354i/6091075.jpg,https://www.goodreads.com/book/show/6091075-so-long-and-thanks-for-all-the-fish,Science Fiction
The Moon Is a Harsh Mistress,Robert A. Heinlein,4.16,126402,4663,288,1966,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690.jpg,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,Science Fiction
Caliban's War,James S.A. Corey,4.37,141758,7919,624,2012,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407572377i/12591698.jpg,https://www.goodreads.com/book/show/12591698-caliban-s-war,Science Fiction
Scarlet,Marissa Meyer,4.25,398111,37155,454,2013,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470056982i/13206760.jpg,https://www.goodreads.com/book/show/13206760-scarlet,Science Fiction
This is How You Lose the Time War,Amal El-Mohtar,3.95,141194,28681,209,2019,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1653185078i/43352954.jpg,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,Science Fiction
Redshirts,John Scalzi,3.86,102045,11280,320,2012,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348617890i/13055592.jpg,https://www.goodreads.com/book/show/13055592-redshirts,Science Fiction
Artificial Condition,Martha Wells,4.28,109623,10180,158,2018,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1505590203i/36223860.jpg,https://www.goodreads.com/book/show/36223860-artificial-condition,Science Fiction
Illuminae,Amie Kaufman,4.25,147135,29350,608,2015,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1443433956i/23395680.jpg,https://www.goodreads.com/book/show/23395680-illuminae,Science Fiction
Xenocide,Orson Scott Card,3.81,153659,4282,592,1991,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924577i/8648.jpg,https://www.goodreads.com/book/show/8648.Xenocide,Science Fiction
Recursion,Blake Crouch,4.16,204647,25439,336,2019,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1543687940i/42046112.jpg,https://www.goodreads.com/book/show/42046112-recursion,Science Fiction
Ringworld,Larry Niven,3.95,118113,4254,288,1970,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408793358i/61179.jpg,https://www.goodreads.com/book/show/61179.Ringworld,Science Fiction
Children of Time,Adrian Tchaikovsky,4.3,103575,10450,608,2015,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1431014197i/25499718.jpg,https://www.goodreads.com/book/show/25499718-children-of-time,Science Fiction
Oryx and Crake,Margaret Atwood,4.01,257103,15944,389,2003,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756.jpg,https://www.goodreads.com/book/show/46756.Oryx_and_Crake,Science Fiction
A Canticle for Leibowitz,Walter M. Miller Jr.,3.98,105206,5824,334,1959,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1450516880i/164154.jpg,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,Science Fiction
The Invisible Man,H.G. Wells,3.64,183506,8774,192,1897,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630661776i/17184.jpg,https://www.goodreads.com/book/show/17184.The_Invisible_Man,Science Fiction
Altered Carbon,Richard K. Morgan,4.04,102428,6812,544,2002,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531415180i/40792913.jpg,https://www.goodreads.com/book/show/40792913-altered-carbon,Science Fiction
Wool Omnibus,Hugh Howey,4.22,184492,15236,509,2012,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349614200i/13453029.jpg,https://www.goodreads.com/book/show/13453029-wool-omnibus,Science Fiction
Ender's Shadow,Orson Scott Card,4.31,168168,5685,469,1999,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1424904668i/9532.jpg,https://www.goodreads.com/book/show/9532.Ender_s_Shadow,Science Fiction
The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,4.38,315246,6067,815,1996,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404613595i/13.jpg,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,Science Fiction
The Caves of Steel,Isaac Asimov,4.19,95082,3636,206,1953,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335782224i/41811.jpg,https://www.goodreads.com/book/show/41811.The_Caves_of_Steel,Science Fiction
Consider Phlebas,Iain M. Banks,3.86,87144,4670,467,1987,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327951890i/8935689.jpg,https://www.goodreads.com/book/show/8935689-consider-phlebas,Science Fiction
Cress,Marissa Meyer,4.41,349696,32129,566,2014,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470057005i/13206828.jpg,https://www.goodreads.com/book/show/13206828-cress,Science Fiction
The 5th Wave,Rick Yancey,4.01,445106,31282,457,2013,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1359853842i/16101128.jpg,https://www.goodreads.com/book/show/16101128-the-5th-wave,Science Fiction
Twenty Thousand Leagues Under the Sea,Jules Verne,3.89,242681,9416,269,1869,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1494979127i/33507.jpg,https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,Science Fiction
Sleeping Giants,Sylvain Neuvel,3.82,86694,12007,320,2016,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1459785141i/25733990.jpg,https://www.goodreads.com/book/show/25733990-sleeping-giants,Science Fiction
Kindred,Octavia E. Butler,4.3,190890,21290,288,1979,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339423248i/60931.jpg,https://www.goodreads.com/book/show/60931.Kindred,Science Fiction
Abaddon's Gate,James S.A. Corey,4.27,119762,6361,539,2013,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407572059i/16131032.jpg,https://www.goodreads.com/book/show/16131032-abaddon-s-gate,Science Fiction
Solaris,Stanisław Lem,4.0,98266,6128,204,1961,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1498631519i/95558.jpg,https://www.goodreads.com/book/show/95558.Solaris,Science Fiction
Mostly Harmless,Douglas Adams,3.97,125413,3311,288,1992,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397933521i/569429.jpg,https://www.goodreads.com/book/show/569429.Mostly_Harmless,Science Fiction
The Andromeda Strain,Michael Crichton,3.91,248844,5418,327,1969,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1587497243i/7670.jpg,https://www.goodreads.com/book/show/7670.The_Andromeda_Strain,Science Fiction
Allegiant,Veronica Roth,3.61,1004676,69795,531,2013,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395582745i/18710190.jpg,https://www.goodreads.com/book/show/18710190-allegiant,Science Fiction
Stories of Your Life and Others,Ted Chiang,4.26,94966,11397,281,2002,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356138316i/223380.jpg,https://www.goodreads.com/book/show/223380.Stories_of_Your_Life_and_Others,Science Fiction
Contact,Carl Sagan,4.14,138289,4188,580,1985,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1602082958i/61666.jpg,https://www.goodreads.com/book/show/61666.Contact,Science Fiction
Rogue Protocol,Martha Wells,4.27,87849,7364,158,2018,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1506001607i/35519101.jpg,https://www.goodreads.com/book/show/35519101-rogue-protocol,Science Fiction
Binti,Nnedi Okorafor,3.88,68409,9785,96,2015,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433804020i/25667918.jpg,https://www.goodreads.com/book/show/25667918-binti,Science Fiction
Cat's Cradle,Kurt Vonnegut Jr.,4.16,387154,14071,179,1963,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867150i/135479.jpg,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,Science Fiction
Golden Son,Pierce Brown,4.45,208592,16720,466,2015,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394684475i/18966819.jpg,https://www.goodreads.com/book/show/18966819-golden-son,Science Fiction
Parable of the Sower,Octavia E. Butler,4.21,145218,15439,345,1993,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442169447i/52397.jpg,https://www.goodreads.com/book/show/52397.Parable_of_the_Sower,Science Fiction
